ID:639 has a score of 4.33, Letter grade: F
ID:826 has a score of 62.67, Letter grade: D
ID:433 has a score of 62.67, Letter grade: D
ID:216 has a score of 62.67, Letter grade: D
ID:893 has a score of 62.67, Letter grade: D
ID:320 has a score of 62.67, Letter grade: D
ID:991 has a score of 62.67, Letter grade: D
ID:205 has a score of 62.67, Letter grade: D
ID:210 has a score of 62.67, Letter grade: D
ID:826 has a score of 62.67, Letter grade: D
ID:433 has a score of 62.67, Letter grade: D
ID:216 has a score of 62.67, Letter grade: D
ID:893 has a score of 62.67, Letter grade: D
ID:320 has a score of 62.67, Letter grade: D
ID:991 has a score of 62.67, Letter grade: D
ID:205 has a score of 62.67, Letter grade: D
ID:210 has a score of 62.67, Letter grade: D
ID:826 has a score of 62.67, Letter grade: D
ID:433 has a score of 62.67, Letter grade: D
ID:216 has a score of 62.67, Letter grade: D
ID:893 has a score of 62.67, Letter grade: D
ID:320 has a score of 62.67, Letter grade: D
ID:991 has a score of 62.67, Letter grade: D
ID:205 has a score of 62.67, Letter grade: D
ID:210 has a score of 62.67, Letter grade: D
ID:826 has a score of 62.67, Letter grade: D
ID:433 has a score of 62.67, Letter grade: D
ID:216 has a score of 62.67, Letter grade: D
ID:893 has a score of 62.67, Letter grade: D
ID:320 has a score of 62.67, Letter grade: D
ID:991 has a score of 62.67, Letter grade: D
ID:205 has a score of 62.67, Letter grade: D
ID:210 has a score of 62.67, Letter grade: D
ID:826 has a score of 62.67, Letter grade: D
ID:433 has a score of 62.67, Letter grade: D
ID:216 has a score of 62.67, Letter grade: D
ID:893 has a score of 62.67, Letter grade: D
ID:320 has a score of 62.67, Letter grade: D
ID:991 has a score of 62.67, Letter grade: D
ID:205 has a score of 62.67, Letter grade: D
ID:210 has a score of 62.67, Letter grade: D
ID:826 has a score of 62.67, Letter grade: D
ID:433 has a score of 62.67, Letter grade: D
ID:216 has a score of 62.67, Letter grade: D
ID:893 has a score of 62.67, Letter grade: D
ID:320 has a score of 62.67, Letter grade: D
ID:654 has a score of 63.0, Letter grade: D
ID:381 has a score of 63.0, Letter grade: D
ID:982 has a score of 63.0, Letter grade: D
ID:235 has a score of 63.0, Letter grade: D
ID:481 has a score of 63.0, Letter grade: D
ID:654 has a score of 63.0, Letter grade: D
ID:381 has a score of 63.0, Letter grade: D
ID:982 has a score of 63.0, Letter grade: D
ID:235 has a score of 63.0, Letter grade: D
ID:481 has a score of 63.0, Letter grade: D
ID:654 has a score of 63.0, Letter grade: D
ID:381 has a score of 63.0, Letter grade: D
ID:982 has a score of 63.0, Letter grade: D
ID:235 has a score of 63.0, Letter grade: D
ID:481 has a score of 63.0, Letter grade: D
ID:654 has a score of 63.0, Letter grade: D
ID:381 has a score of 63.0, Letter grade: D
ID:982 has a score of 63.0, Letter grade: D
ID:235 has a score of 63.0, Letter grade: D
ID:481 has a score of 63.0, Letter grade: D
ID:654 has a score of 63.0, Letter grade: D
ID:381 has a score of 63.0, Letter grade: D
ID:982 has a score of 63.0, Letter grade: D
ID:235 has a score of 63.0, Letter grade: D
ID:481 has a score of 63.0, Letter grade: D
ID:605 has a score of 63.33, Letter grade: D
ID:268 has a score of 63.33, Letter grade: D
ID:687 has a score of 63.33, Letter grade: D
ID:848 has a score of 63.33, Letter grade: D
ID:161 has a score of 63.33, Letter grade: D
ID:177 has a score of 63.33, Letter grade: D
ID:975 has a score of 63.33, Letter grade: D
ID:305 has a score of 63.33, Letter grade: D
ID:605 has a score of 63.33, Letter grade: D
ID:268 has a score of 63.33, Letter grade: D
ID:687 has a score of 63.33, Letter grade: D
ID:848 has a score of 63.33, Letter grade: D
ID:161 has a score of 63.33, Letter grade: D
ID:177 has a score of 63.33, Letter grade: D
ID:975 has a score of 63.33, Letter grade: D
ID:305 has a score of 63.33, Letter grade: D
ID:605 has a score of 63.33, Letter grade: D
ID:268 has a score of 63.33, Letter grade: D
ID:687 has a score of 63.33, Letter grade: D
ID:848 has a score of 63.33, Letter grade: D
ID:161 has a score of 63.33, Letter grade: D
ID:177 has a score of 63.33, Letter grade: D
ID:975 has a score of 63.33, Letter grade: D
ID:305 has a score of 63.33, Letter grade: D
ID:605 has a score of 63.33, Letter grade: D
ID:268 has a score of 63.33, Letter grade: D
ID:687 has a score of 63.33, Letter grade: D
ID:848 has a score of 63.33, Letter grade: D
ID:161 has a score of 63.33, Letter grade: D
ID:177 has a score of 63.33, Letter grade: D
ID:975 has a score of 63.33, Letter grade: D
ID:305 has a score of 63.33, Letter grade: D
ID:605 has a score of 63.33, Letter grade: D
ID:268 has a score of 63.33, Letter grade: D
ID:687 has a score of 63.33, Letter grade: D
ID:848 has a score of 63.33, Letter grade: D
ID:161 has a score of 63.33, Letter grade: D
ID:177 has a score of 63.33, Letter grade: D
ID:975 has a score of 63.33, Letter grade: D
ID:305 has a score of 63.33, Letter grade: D
ID:605 has a score of 63.33, Letter grade: D
ID:268 has a score of 63.33, Letter grade: D
ID:687 has a score of 63.33, Letter grade: D
ID:848 has a score of 63.33, Letter grade: D
ID:161 has a score of 63.33, Letter grade: D
ID:177 has a score of 63.33, Letter grade: D
ID:975 has a score of 63.33, Letter grade: D
ID:305 has a score of 63.33, Letter grade: D
ID:605 has a score of 63.33, Letter grade: D
ID:268 has a score of 63.33, Letter grade: D
ID:687 has a score of 63.33, Letter grade: D
ID:848 has a score of 63.33, Letter grade: D
ID:161 has a score of 63.33, Letter grade: D
ID:177 has a score of 63.33, Letter grade: D
ID:975 has a score of 63.33, Letter grade: D
ID:305 has a score of 63.33, Letter grade: D
ID:605 has a score of 63.33, Letter grade: D
ID:268 has a score of 63.33, Letter grade: D
ID:687 has a score of 63.33, Letter grade: D
ID:848 has a score of 63.33, Letter grade: D
ID:161 has a score of 63.33, Letter grade: D
ID:177 has a score of 63.33, Letter grade: D
ID:975 has a score of 63.33, Letter grade: D
ID:305 has a score of 63.33, Letter grade: D
ID:755 has a score of 63.67, Letter grade: D
ID:296 has a score of 63.67, Letter grade: D
ID:755 has a score of 63.67, Letter grade: D
ID:296 has a score of 63.67, Letter grade: D
ID:951 has a score of 64.0, Letter grade: D
ID:992 has a score of 64.0, Letter grade: D
ID:515 has a score of 64.0, Letter grade: D
ID:610 has a score of 64.0, Letter grade: D
ID:951 has a score of 64.0, Letter grade: D
ID:992 has a score of 64.0, Letter grade: D
ID:515 has a score of 64.0, Letter grade: D
ID:610 has a score of 64.0, Letter grade: D
ID:951 has a score of 64.0, Letter grade: D
ID:992 has a score of 64.0, Letter grade: D
ID:515 has a score of 64.0, Letter grade: D
ID:610 has a score of 64.0, Letter grade: D
ID:951 has a score of 64.0, Letter grade: D
ID:992 has a score of 64.0, Letter grade: D
ID:515 has a score of 64.0, Letter grade: D
ID:610 has a score of 64.0, Letter grade: D
ID:721 has a score of 64.33, Letter grade: D
ID:185 has a score of 64.33, Letter grade: D
ID:577 has a score of 64.33, Letter grade: D
ID:961 has a score of 64.33, Letter grade: D
ID:559 has a score of 64.33, Letter grade: D
ID:260 has a score of 64.33, Letter grade: D
ID:849 has a score of 64.33, Letter grade: D
ID:476 has a score of 64.33, Letter grade: D
ID:455 has a score of 64.33, Letter grade: D
ID:721 has a score of 64.33, Letter grade: D
ID:185 has a score of 64.33, Letter grade: D
ID:577 has a score of 64.33, Letter grade: D
ID:961 has a score of 64.33, Letter grade: D
ID:559 has a score of 64.33, Letter grade: D
ID:260 has a score of 64.33, Letter grade: D
ID:849 has a score of 64.33, Letter grade: D
ID:476 has a score of 64.33, Letter grade: D
ID:455 has a score of 64.33, Letter grade: D
ID:721 has a score of 64.33, Letter grade: D
ID:185 has a score of 64.33, Letter grade: D
ID:577 has a score of 64.33, Letter grade: D
ID:961 has a score of 64.33, Letter grade: D
ID:559 has a score of 64.33, Letter grade: D
ID:260 has a score of 64.33, Letter grade: D
ID:849 has a score of 64.33, Letter grade: D
ID:476 has a score of 64.33, Letter grade: D
ID:455 has a score of 64.33, Letter grade: D
ID:721 has a score of 64.33, Letter grade: D
ID:185 has a score of 64.33, Letter grade: D
ID:577 has a score of 64.33, Letter grade: D
ID:961 has a score of 64.33, Letter grade: D
ID:559 has a score of 64.33, Letter grade: D
ID:260 has a score of 64.33, Letter grade: D
ID:849 has a score of 64.33, Letter grade: D
ID:476 has a score of 64.33, Letter grade: D
ID:455 has a score of 64.33, Letter grade: D
ID:721 has a score of 64.33, Letter grade: D
ID:185 has a score of 64.33, Letter grade: D
ID:577 has a score of 64.33, Letter grade: D
ID:961 has a score of 64.33, Letter grade: D
ID:559 has a score of 64.33, Letter grade: D
ID:260 has a score of 64.33, Letter grade: D
ID:849 has a score of 64.33, Letter grade: D
ID:476 has a score of 64.33, Letter grade: D
ID:455 has a score of 64.33, Letter grade: D
ID:721 has a score of 64.33, Letter grade: D
ID:185 has a score of 64.33, Letter grade: D
ID:577 has a score of 64.33, Letter grade: D
ID:961 has a score of 64.33, Letter grade: D
ID:559 has a score of 64.33, Letter grade: D
ID:260 has a score of 64.33, Letter grade: D
ID:849 has a score of 64.33, Letter grade: D
ID:476 has a score of 64.33, Letter grade: D
ID:455 has a score of 64.33, Letter grade: D
ID:721 has a score of 64.33, Letter grade: D
ID:185 has a score of 64.33, Letter grade: D
ID:577 has a score of 64.33, Letter grade: D
ID:961 has a score of 64.33, Letter grade: D
ID:559 has a score of 64.33, Letter grade: D
ID:260 has a score of 64.33, Letter grade: D
ID:849 has a score of 64.33, Letter grade: D
ID:476 has a score of 64.33, Letter grade: D
ID:455 has a score of 64.33, Letter grade: D
ID:721 has a score of 64.33, Letter grade: D
ID:185 has a score of 64.33, Letter grade: D
ID:577 has a score of 64.33, Letter grade: D
ID:961 has a score of 64.33, Letter grade: D
ID:559 has a score of 64.33, Letter grade: D
ID:260 has a score of 64.33, Letter grade: D
ID:849 has a score of 64.33, Letter grade: D
ID:476 has a score of 64.33, Letter grade: D
ID:455 has a score of 64.33, Letter grade: D
ID:721 has a score of 64.33, Letter grade: D
ID:185 has a score of 64.33, Letter grade: D
ID:577 has a score of 64.33, Letter grade: D
ID:961 has a score of 64.33, Letter grade: D
ID:559 has a score of 64.33, Letter grade: D
ID:260 has a score of 64.33, Letter grade: D
ID:849 has a score of 64.33, Letter grade: D
ID:476 has a score of 64.33, Letter grade: D
ID:455 has a score of 64.33, Letter grade: D
ID:464 has a score of 64.67, Letter grade: D
ID:725 has a score of 64.67, Letter grade: D
ID:733 has a score of 64.67, Letter grade: D
ID:469 has a score of 64.67, Letter grade: D
ID:152 has a score of 64.67, Letter grade: D
ID:792 has a score of 64.67, Letter grade: D
ID:606 has a score of 64.67, Letter grade: D
ID:825 has a score of 64.67, Letter grade: D
ID:464 has a score of 64.67, Letter grade: D
ID:725 has a score of 64.67, Letter grade: D
ID:733 has a score of 64.67, Letter grade: D
ID:469 has a score of 64.67, Letter grade: D
ID:152 has a score of 64.67, Letter grade: D
ID:792 has a score of 64.67, Letter grade: D
ID:606 has a score of 64.67, Letter grade: D
ID:825 has a score of 64.67, Letter grade: D
ID:464 has a score of 64.67, Letter grade: D
ID:725 has a score of 64.67, Letter grade: D
ID:733 has a score of 64.67, Letter grade: D
ID:469 has a score of 64.67, Letter grade: D
ID:152 has a score of 64.67, Letter grade: D
ID:792 has a score of 64.67, Letter grade: D
ID:606 has a score of 64.67, Letter grade: D
ID:825 has a score of 64.67, Letter grade: D
ID:464 has a score of 64.67, Letter grade: D
ID:725 has a score of 64.67, Letter grade: D
ID:733 has a score of 64.67, Letter grade: D
ID:469 has a score of 64.67, Letter grade: D
ID:152 has a score of 64.67, Letter grade: D
ID:792 has a score of 64.67, Letter grade: D
ID:606 has a score of 64.67, Letter grade: D
ID:825 has a score of 64.67, Letter grade: D
ID:464 has a score of 64.67, Letter grade: D
ID:725 has a score of 64.67, Letter grade: D
ID:733 has a score of 64.67, Letter grade: D
ID:469 has a score of 64.67, Letter grade: D
ID:152 has a score of 64.67, Letter grade: D
ID:792 has a score of 64.67, Letter grade: D
ID:606 has a score of 64.67, Letter grade: D
ID:825 has a score of 64.67, Letter grade: D
ID:464 has a score of 64.67, Letter grade: D
ID:725 has a score of 64.67, Letter grade: D
ID:733 has a score of 64.67, Letter grade: D
ID:469 has a score of 64.67, Letter grade: D
ID:152 has a score of 64.67, Letter grade: D
ID:792 has a score of 64.67, Letter grade: D
ID:606 has a score of 64.67, Letter grade: D
ID:825 has a score of 64.67, Letter grade: D
ID:464 has a score of 64.67, Letter grade: D
ID:725 has a score of 64.67, Letter grade: D
ID:733 has a score of 64.67, Letter grade: D
ID:469 has a score of 64.67, Letter grade: D
ID:152 has a score of 64.67, Letter grade: D
ID:792 has a score of 64.67, Letter grade: D
ID:606 has a score of 64.67, Letter grade: D
ID:825 has a score of 64.67, Letter grade: D
ID:464 has a score of 64.67, Letter grade: D
ID:725 has a score of 64.67, Letter grade: D
ID:733 has a score of 64.67, Letter grade: D
ID:469 has a score of 64.67, Letter grade: D
ID:152 has a score of 64.67, Letter grade: D
ID:792 has a score of 64.67, Letter grade: D
ID:606 has a score of 64.67, Letter grade: D
ID:825 has a score of 64.67, Letter grade: D
ID:633 has a score of 65.0, Letter grade: D
ID:712 has a score of 65.0, Letter grade: D
ID:962 has a score of 65.0, Letter grade: D
ID:611 has a score of 65.0, Letter grade: D
ID:151 has a score of 65.0, Letter grade: D
ID:391 has a score of 65.0, Letter grade: D
ID:166 has a score of 65.0, Letter grade: D
ID:633 has a score of 65.0, Letter grade: D
ID:712 has a score of 65.0, Letter grade: D
ID:962 has a score of 65.0, Letter grade: D
ID:611 has a score of 65.0, Letter grade: D
ID:151 has a score of 65.0, Letter grade: D
ID:391 has a score of 65.0, Letter grade: D
ID:166 has a score of 65.0, Letter grade: D
ID:633 has a score of 65.0, Letter grade: D
ID:712 has a score of 65.0, Letter grade: D
ID:962 has a score of 65.0, Letter grade: D
ID:611 has a score of 65.0, Letter grade: D
ID:151 has a score of 65.0, Letter grade: D
ID:391 has a score of 65.0, Letter grade: D
ID:166 has a score of 65.0, Letter grade: D
ID:633 has a score of 65.0, Letter grade: D
ID:712 has a score of 65.0, Letter grade: D
ID:962 has a score of 65.0, Letter grade: D
ID:611 has a score of 65.0, Letter grade: D
ID:151 has a score of 65.0, Letter grade: D
ID:391 has a score of 65.0, Letter grade: D
ID:166 has a score of 65.0, Letter grade: D
ID:633 has a score of 65.0, Letter grade: D
ID:712 has a score of 65.0, Letter grade: D
ID:962 has a score of 65.0, Letter grade: D
ID:611 has a score of 65.0, Letter grade: D
ID:151 has a score of 65.0, Letter grade: D
ID:391 has a score of 65.0, Letter grade: D
ID:166 has a score of 65.0, Letter grade: D
ID:633 has a score of 65.0, Letter grade: D
ID:712 has a score of 65.0, Letter grade: D
ID:962 has a score of 65.0, Letter grade: D
ID:611 has a score of 65.0, Letter grade: D
ID:151 has a score of 65.0, Letter grade: D
ID:391 has a score of 65.0, Letter grade: D
ID:166 has a score of 65.0, Letter grade: D
ID:633 has a score of 65.0, Letter grade: D
ID:712 has a score of 65.0, Letter grade: D
ID:962 has a score of 65.0, Letter grade: D
ID:611 has a score of 65.0, Letter grade: D
ID:151 has a score of 65.0, Letter grade: D
ID:391 has a score of 65.0, Letter grade: D
ID:166 has a score of 65.0, Letter grade: D
ID:761 has a score of 65.33, Letter grade: D
ID:245 has a score of 65.33, Letter grade: D
ID:538 has a score of 65.33, Letter grade: D
ID:761 has a score of 65.33, Letter grade: D
ID:245 has a score of 65.33, Letter grade: D
ID:538 has a score of 65.33, Letter grade: D
ID:761 has a score of 65.33, Letter grade: D
ID:245 has a score of 65.33, Letter grade: D
ID:538 has a score of 65.33, Letter grade: D
ID:414 has a score of 65.67, Letter grade: D
ID:938 has a score of 65.67, Letter grade: D
ID:925 has a score of 65.67, Letter grade: D
ID:519 has a score of 65.67, Letter grade: D
ID:803 has a score of 65.67, Letter grade: D
ID:689 has a score of 65.67, Letter grade: D
ID:964 has a score of 65.67, Letter grade: D
ID:414 has a score of 65.67, Letter grade: D
ID:938 has a score of 65.67, Letter grade: D
ID:925 has a score of 65.67, Letter grade: D
ID:519 has a score of 65.67, Letter grade: D
ID:803 has a score of 65.67, Letter grade: D
ID:689 has a score of 65.67, Letter grade: D
ID:964 has a score of 65.67, Letter grade: D
ID:414 has a score of 65.67, Letter grade: D
ID:938 has a score of 65.67, Letter grade: D
ID:925 has a score of 65.67, Letter grade: D
ID:519 has a score of 65.67, Letter grade: D
ID:803 has a score of 65.67, Letter grade: D
ID:689 has a score of 65.67, Letter grade: D
ID:964 has a score of 65.67, Letter grade: D
ID:414 has a score of 65.67, Letter grade: D
ID:938 has a score of 65.67, Letter grade: D
ID:925 has a score of 65.67, Letter grade: D
ID:519 has a score of 65.67, Letter grade: D
ID:803 has a score of 65.67, Letter grade: D
ID:689 has a score of 65.67, Letter grade: D
ID:964 has a score of 65.67, Letter grade: D
ID:414 has a score of 65.67, Letter grade: D
ID:938 has a score of 65.67, Letter grade: D
ID:925 has a score of 65.67, Letter grade: D
ID:519 has a score of 65.67, Letter grade: D
ID:803 has a score of 65.67, Letter grade: D
ID:689 has a score of 65.67, Letter grade: D
ID:964 has a score of 65.67, Letter grade: D
ID:414 has a score of 65.67, Letter grade: D
ID:938 has a score of 65.67, Letter grade: D
ID:925 has a score of 65.67, Letter grade: D
ID:519 has a score of 65.67, Letter grade: D
ID:803 has a score of 65.67, Letter grade: D
ID:689 has a score of 65.67, Letter grade: D
ID:964 has a score of 65.67, Letter grade: D
ID:414 has a score of 65.67, Letter grade: D
ID:938 has a score of 65.67, Letter grade: D
ID:925 has a score of 65.67, Letter grade: D
ID:519 has a score of 65.67, Letter grade: D
ID:803 has a score of 65.67, Letter grade: D
ID:689 has a score of 65.67, Letter grade: D
ID:964 has a score of 65.67, Letter grade: D
ID:512 has a score of 66.0, Letter grade: D
ID:362 has a score of 66.0, Letter grade: D
ID:404 has a score of 66.0, Letter grade: D
ID:512 has a score of 66.0, Letter grade: D
ID:362 has a score of 66.0, Letter grade: D
ID:404 has a score of 66.0, Letter grade: D
ID:512 has a score of 66.0, Letter grade: D
ID:362 has a score of 66.0, Letter grade: D
ID:404 has a score of 66.0, Letter grade: D
ID:285 has a score of 66.33, Letter grade: D
ID:263 has a score of 66.33, Letter grade: D
ID:285 has a score of 66.33, Letter grade: D
ID:263 has a score of 66.33, Letter grade: D
ID:777 has a score of 66.67, Letter grade: D
ID:382 has a score of 66.67, Letter grade: D
ID:702 has a score of 66.67, Letter grade: D
ID:199 has a score of 66.67, Letter grade: D
ID:282 has a score of 66.67, Letter grade: D
ID:564 has a score of 66.67, Letter grade: D
ID:616 has a score of 66.67, Letter grade: D
ID:777 has a score of 66.67, Letter grade: D
ID:382 has a score of 66.67, Letter grade: D
ID:702 has a score of 66.67, Letter grade: D
ID:199 has a score of 66.67, Letter grade: D
ID:282 has a score of 66.67, Letter grade: D
ID:564 has a score of 66.67, Letter grade: D
ID:616 has a score of 66.67, Letter grade: D
ID:777 has a score of 66.67, Letter grade: D
ID:382 has a score of 66.67, Letter grade: D
ID:702 has a score of 66.67, Letter grade: D
ID:199 has a score of 66.67, Letter grade: D
ID:282 has a score of 66.67, Letter grade: D
ID:564 has a score of 66.67, Letter grade: D
ID:616 has a score of 66.67, Letter grade: D
ID:777 has a score of 66.67, Letter grade: D
ID:382 has a score of 66.67, Letter grade: D
ID:702 has a score of 66.67, Letter grade: D
ID:199 has a score of 66.67, Letter grade: D
ID:282 has a score of 66.67, Letter grade: D
ID:564 has a score of 66.67, Letter grade: D
ID:616 has a score of 66.67, Letter grade: D
ID:777 has a score of 66.67, Letter grade: D
ID:382 has a score of 66.67, Letter grade: D
ID:702 has a score of 66.67, Letter grade: D
ID:199 has a score of 66.67, Letter grade: D
ID:282 has a score of 66.67, Letter grade: D
ID:564 has a score of 66.67, Letter grade: D
ID:616 has a score of 66.67, Letter grade: D
ID:777 has a score of 66.67, Letter grade: D
ID:382 has a score of 66.67, Letter grade: D
ID:702 has a score of 66.67, Letter grade: D
ID:199 has a score of 66.67, Letter grade: D
ID:282 has a score of 66.67, Letter grade: D
ID:564 has a score of 66.67, Letter grade: D
ID:616 has a score of 66.67, Letter grade: D
ID:777 has a score of 66.67, Letter grade: D
ID:382 has a score of 66.67, Letter grade: D
ID:702 has a score of 66.67, Letter grade: D
ID:199 has a score of 66.67, Letter grade: D
ID:282 has a score of 66.67, Letter grade: D
ID:564 has a score of 66.67, Letter grade: D
ID:616 has a score of 66.67, Letter grade: D
ID:749 has a score of 67.0, Letter grade: D
ID:942 has a score of 67.0, Letter grade: D
ID:103 has a score of 67.0, Letter grade: D
ID:558 has a score of 67.0, Letter grade: D
ID:749 has a score of 67.0, Letter grade: D
ID:942 has a score of 67.0, Letter grade: D
ID:103 has a score of 67.0, Letter grade: D
ID:558 has a score of 67.0, Letter grade: D
ID:749 has a score of 67.0, Letter grade: D
ID:942 has a score of 67.0, Letter grade: D
ID:103 has a score of 67.0, Letter grade: D
ID:558 has a score of 67.0, Letter grade: D
ID:749 has a score of 67.0, Letter grade: D
ID:942 has a score of 67.0, Letter grade: D
ID:103 has a score of 67.0, Letter grade: D
ID:558 has a score of 67.0, Letter grade: D
ID:511 has a score of 67.33, Letter grade: D
ID:485 has a score of 67.33, Letter grade: D
ID:112 has a score of 67.33, Letter grade: D
ID:208 has a score of 67.33, Letter grade: D
ID:463 has a score of 67.33, Letter grade: D
ID:472 has a score of 67.33, Letter grade: D
ID:511 has a score of 67.33, Letter grade: D
ID:485 has a score of 67.33, Letter grade: D
ID:112 has a score of 67.33, Letter grade: D
ID:208 has a score of 67.33, Letter grade: D
ID:463 has a score of 67.33, Letter grade: D
ID:472 has a score of 67.33, Letter grade: D
ID:511 has a score of 67.33, Letter grade: D
ID:485 has a score of 67.33, Letter grade: D
ID:112 has a score of 67.33, Letter grade: D
ID:208 has a score of 67.33, Letter grade: D
ID:463 has a score of 67.33, Letter grade: D
ID:472 has a score of 67.33, Letter grade: D
ID:511 has a score of 67.33, Letter grade: D
ID:485 has a score of 67.33, Letter grade: D
ID:112 has a score of 67.33, Letter grade: D
ID:208 has a score of 67.33, Letter grade: D
ID:463 has a score of 67.33, Letter grade: D
ID:472 has a score of 67.33, Letter grade: D
ID:511 has a score of 67.33, Letter grade: D
ID:485 has a score of 67.33, Letter grade: D
ID:112 has a score of 67.33, Letter grade: D
ID:208 has a score of 67.33, Letter grade: D
ID:463 has a score of 67.33, Letter grade: D
ID:472 has a score of 67.33, Letter grade: D
ID:511 has a score of 67.33, Letter grade: D
ID:485 has a score of 67.33, Letter grade: D
ID:112 has a score of 67.33, Letter grade: D
ID:208 has a score of 67.33, Letter grade: D
ID:463 has a score of 67.33, Letter grade: D
ID:472 has a score of 67.33, Letter grade: D
ID:284 has a score of 67.67, Letter grade: D
ID:292 has a score of 67.67, Letter grade: D
ID:418 has a score of 67.67, Letter grade: D
ID:277 has a score of 67.67, Letter grade: D
ID:710 has a score of 67.67, Letter grade: D
ID:284 has a score of 67.67, Letter grade: D
ID:292 has a score of 67.67, Letter grade: D
ID:418 has a score of 67.67, Letter grade: D
ID:277 has a score of 67.67, Letter grade: D
ID:710 has a score of 67.67, Letter grade: D
ID:284 has a score of 67.67, Letter grade: D
ID:292 has a score of 67.67, Letter grade: D
ID:418 has a score of 67.67, Letter grade: D
ID:277 has a score of 67.67, Letter grade: D
ID:710 has a score of 67.67, Letter grade: D
ID:284 has a score of 67.67, Letter grade: D
ID:292 has a score of 67.67, Letter grade: D
ID:418 has a score of 67.67, Letter grade: D
ID:277 has a score of 67.67, Letter grade: D
ID:710 has a score of 67.67, Letter grade: D
ID:284 has a score of 67.67, Letter grade: D
ID:292 has a score of 67.67, Letter grade: D
ID:418 has a score of 67.67, Letter grade: D
ID:277 has a score of 67.67, Letter grade: D
ID:710 has a score of 67.67, Letter grade: D
ID:864 has a score of 68.0, Letter grade: D
ID:860 has a score of 68.0, Letter grade: D
ID:790 has a score of 68.0, Letter grade: D
ID:864 has a score of 68.0, Letter grade: D
ID:860 has a score of 68.0, Letter grade: D
ID:790 has a score of 68.0, Letter grade: D
ID:864 has a score of 68.0, Letter grade: D
ID:860 has a score of 68.0, Letter grade: D
ID:790 has a score of 68.0, Letter grade: D
ID:814 has a score of 68.33, Letter grade: D
ID:188 has a score of 68.33, Letter grade: D
ID:760 has a score of 68.33, Letter grade: D
ID:814 has a score of 68.33, Letter grade: D
ID:188 has a score of 68.33, Letter grade: D
ID:760 has a score of 68.33, Letter grade: D
ID:814 has a score of 68.33, Letter grade: D
ID:188 has a score of 68.33, Letter grade: D
ID:760 has a score of 68.33, Letter grade: D
ID:615 has a score of 68.67, Letter grade: D
ID:171 has a score of 68.67, Letter grade: D
ID:716 has a score of 68.67, Letter grade: D
ID:301 has a score of 68.67, Letter grade: D
ID:532 has a score of 68.67, Letter grade: D
ID:615 has a score of 68.67, Letter grade: D
ID:171 has a score of 68.67, Letter grade: D
ID:716 has a score of 68.67, Letter grade: D
ID:301 has a score of 68.67, Letter grade: D
ID:532 has a score of 68.67, Letter grade: D
ID:615 has a score of 68.67, Letter grade: D
ID:171 has a score of 68.67, Letter grade: D
ID:716 has a score of 68.67, Letter grade: D
ID:301 has a score of 68.67, Letter grade: D
ID:532 has a score of 68.67, Letter grade: D
ID:615 has a score of 68.67, Letter grade: D
ID:171 has a score of 68.67, Letter grade: D
ID:716 has a score of 68.67, Letter grade: D
ID:301 has a score of 68.67, Letter grade: D
ID:532 has a score of 68.67, Letter grade: D
ID:615 has a score of 68.67, Letter grade: D
ID:171 has a score of 68.67, Letter grade: D
ID:716 has a score of 68.67, Letter grade: D
ID:301 has a score of 68.67, Letter grade: D
ID:532 has a score of 68.67, Letter grade: D
ID:257 has a score of 69.0, Letter grade: D
ID:762 has a score of 69.0, Letter grade: D
ID:821 has a score of 69.0, Letter grade: D
ID:136 has a score of 69.0, Letter grade: D
ID:257 has a score of 69.0, Letter grade: D
ID:762 has a score of 69.0, Letter grade: D
ID:821 has a score of 69.0, Letter grade: D
ID:136 has a score of 69.0, Letter grade: D
ID:257 has a score of 69.0, Letter grade: D
ID:762 has a score of 69.0, Letter grade: D
ID:821 has a score of 69.0, Letter grade: D
ID:136 has a score of 69.0, Letter grade: D
ID:257 has a score of 69.0, Letter grade: D
ID:762 has a score of 69.0, Letter grade: D
ID:821 has a score of 69.0, Letter grade: D
ID:136 has a score of 69.0, Letter grade: D
ID:523 has a score of 69.33, Letter grade: D
ID:831 has a score of 69.33, Letter grade: D
ID:632 has a score of 69.33, Letter grade: D
ID:765 has a score of 69.33, Letter grade: D
ID:523 has a score of 69.33, Letter grade: D
ID:831 has a score of 69.33, Letter grade: D
ID:632 has a score of 69.33, Letter grade: D
ID:765 has a score of 69.33, Letter grade: D
ID:523 has a score of 69.33, Letter grade: D
ID:831 has a score of 69.33, Letter grade: D
ID:632 has a score of 69.33, Letter grade: D
ID:765 has a score of 69.33, Letter grade: D
ID:523 has a score of 69.33, Letter grade: D
ID:831 has a score of 69.33, Letter grade: D
ID:632 has a score of 69.33, Letter grade: D
ID:765 has a score of 69.33, Letter grade: D
ID:533 has a score of 69.67, Letter grade: D
ID:500 has a score of 69.67, Letter grade: D
ID:330 has a score of 69.67, Letter grade: D
ID:498 has a score of 69.67, Letter grade: D
ID:533 has a score of 69.67, Letter grade: D
ID:500 has a score of 69.67, Letter grade: D
ID:330 has a score of 69.67, Letter grade: D
ID:498 has a score of 69.67, Letter grade: D
ID:533 has a score of 69.67, Letter grade: D
ID:500 has a score of 69.67, Letter grade: D
ID:330 has a score of 69.67, Letter grade: D
ID:498 has a score of 69.67, Letter grade: D
ID:533 has a score of 69.67, Letter grade: D
ID:500 has a score of 69.67, Letter grade: D
ID:330 has a score of 69.67, Letter grade: D
